School Id,Org Name,Telephone,Fax,Email^,Principal*,URL,Physical Address Line1,Physical Address Suburb,Physical Address City,Postal Address Line1,Postal Address Suburb,Postal Address City,Postal Address Postal Code,Urban Area,Org Type,Definition,Authority,CoEd Status,Territorial Authority,Regional Council,Local Office Name,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Col Id,Col Name,Latitude,Longitude,Decile,Total,European,Māori,Pacific,Asian,MELAA,Other,International,IsolationIndex,SchoolDonations
4144,Tauranga Adventist School,07 579 2505,07 579 2522,office@taurangasda.school.nz,Ryan Baronian,http://www.taurangasda.school.nz,19 Moffat Road,Bethlehem,Tauranga,P O Box 16052,Bethlehem,Tauranga,3147,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Tauranga,Waiariki,Bethlehem,Otumoetai-Pyes Pa Ward,99157,Ngā Whānau O Karaiti Kāhui Ako,-37.712626,176.113184,6,119,86,17,1,6,8,1,0,0.52,Donations may be requested
4145,Te Pi'ipi'inga Kakano Mai I Rangiatea,06 751 3161,06 751 3162,tari@tpkmir.school.nz,Tessa Moana Kake,,131 South Road,Spotswood,New Plymouth,P O Box 6012,Moturoa,New Plymouth,4344,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,New Plymouth District,Taranaki Region,Whanganui,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Spotswood,New Plymouth City Ward,,,-39.072954,174.035215,3,108,2,105,0,0,1,0,0,1.03,Donations should not be requested unless for a school camp
4146,Timatanga Community School,09 416 6000,,eve.tonkin@timatanga.school.nz,Eve Tonkin,http://timatanga.school.nz/,9 Mamari Road,Whenuapai,Waitakere,9 Mamari Road,Whenuapai,Waitakere,618,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Auckland - Upper Harbour,Auckland Region,Auckland,Auckland,Helensville,Te Tai Tokerau,Whenuapai West,Albany Ward,,,-36.79857,174.612392,6,25,17,3,2,3,0,0,0,0.23,Donations may be requested
4147,Waihi School,03 687 8014,03 615 8118,admin@waihi.school.nz,Allan Short,http://www.waihi.school.nz,611 Temuka-Orari Highway,,Temuka,611 Temuka-Orari Highway RD 26,,Temuka,7986,Rural Area,Full Primary,School with Boarding Facilities,Private : Fully Registered,Single Sex (Boys School),Timaru District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Orari,Geraldine Ward,,,-44.172999,171.282582,10,98,83,12,0,1,2,0,0,Not applicable,Not applicable
4149,Wellesley College,04 562 8030,04 562 7280,office@wellesley.school.nz,Brendan Pitman,http://www.wellesley.school.nz,611A Marine Drive,Days Bay,Lower Hutt,P O Box 41037,Eastbourne,Lower Hutt,5047,Main Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Single Sex (Boys School),Lower Hutt City,Wellington Region,Wellington,Wellington,Hutt South,Te Tai Tonga,Eastbourne,Harbour Ward,,,-41.278527,174.907277,10,319,260,14,2,39,2,2,0,Not applicable,Not applicable
4150,Wellington S D A School,04 237 6282,04 237 4250,office@wellingtonsda.school.nz,Karla Mitchell,http://www.wellingtonsda.school.nz,58 Raiha Street,,Porirua,P O Box 51148,Tawa,Wellington,5249,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Porirua City,Wellington Region,Wellington,Wellington,Mana,Te Tai Hauauru,Porirua Central,Western Ward,99094,Te Puna Matauranga Kāhui Ako,-41.148453,174.831724,2,73,3,11,49,6,4,0,0,0.12,Donations should not be requested unless for a school camp
4151,Waitakere S D A School,09 836 6330,09 836 6330,admin@waitakeresda.school.nz,Lina Fautua,,26 Corban Avenue,Henderson,Auckland,P O Box 21226,Henderson,Auckland,650,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Kelston,Te Tai Tokerau,Henderson South,Waitakere Ward,,,-36.893028,174.628387,3,44,1,5,27,4,6,1,0,0.19,Donations should not be requested unless for a school camp
4154,Whangarei Adventist Christian School,09 437 3004,09 437 3400,office@wacs.school.nz,Anna Charlie,http://www.wacs.school.nz,82 Whau Valley Road,,Whangarei,82 Whau Valley Road,Whau Valley,Whangarei,112,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Whau Valley,Denby Ward,,,-35.696263,174.307198,3,37,14,10,5,5,3,0,0,0.67,Donations should not be requested unless for a school camp
4156,Blind and Low Vision Education Network NZ,09 266 7109,09 267 4496,bridget.lamphee@blennz.school.nz,Karen Stobbs,http://www.blennz.school.nz,2 McVilly Rd,Manurewa,Auckland,Private Bag 801,Manurewa,Manukau,2243,Main Urban Area,Special School,School for pupils with vision impairments,State,Co-Educational,Auckland - Manurewa,Auckland Region,Auckland,Auckland,Manurewa,Tamaki Makaurau,Manukau Central,Manurewa-Papakura Ward,,,-37.01479,174.873311,3,45,8,11,16,10,0,0,0,0.09,Donations should not be requested unless for a school camp
4157,Westbridge Residential School,09 832 4918,09 832 4243,secretary@westbridge.school.nz,Dave Bagwell,http://www.westbridge.school.nz,488E Don Buck Road,Royal Heights,Auckland,P O Box 79056,Royal Heights,Waitakere,656,Main Urban Area,Special School,School for pupils with learning/social difficulties,State,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Helensville,Te Tai Tokerau,Massey West,Waitakere Ward,,,-36.827282,174.59905,3,18,8,8,1,1,0,0,0,0.16,Donations should not be requested unless for a school camp
4158,Hutt International Boys' School,04 528 6227,04 528 6237,kchurchward@hibs.school.nz,Mike Hutchins,http://www.hibs.school.nz,Granville Street,Trentham,Upper Hutt,P O Box 48101,Silverstream,Upper Hutt,5142,Main Urban Area,Secondary (Year 7-15),Not Applicable,State : Integrated,Single Sex (Boys School),Upper Hutt City,Wellington Region,Wellington,Wellington,Rimutaka,Ikaroa-Rawhiti,Trentham South,Area Outside Ward,,,-41.140875,175.037116,10,639,504,48,9,69,7,2,0,0.25,Donations may be requested
4160,TKKM o Te Atihaunui-A-Paparangi,06 347 1653,06 347 1843,office@teatihau.school.nz,Anihira Waitai,http://www.teatihau.school.nz,25 Anaua Street,Putiki,Whanganui,25 Anaua Street,Putiki,Whanganui,4500,Main Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Whanganui District,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Whanganui,Te Tai Hauauru,Putiki,Area Outside Ward,99170,Te Hononga Kāhui Kura - Kāhui Ako,-39.946837,175.04933,2,90,0,90,0,0,0,0,0,0.87,Donations should not be requested unless for a school camp
4204,Hare Krishna School,09 412 6325,09 412 6326,admin@harekrishna.school.nz,Christophe De La Mare,http://www.harekrishna.school.nz,1229 Coatesville-Riverhead Highway 28,,Riverhead,P O Box 349,,Kumeu,841,Main Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Auckland - Rodney,Auckland Region,Auckland,Auckland,Helensville,Te Tai Tokerau,Kumeu East,Rodney Ward,99129,Whiria Te Tangata Community of Learning,-36.769877,174.588686,5,100,21,2,0,74,1,2,0,0.32,Donations should not be requested unless for a school camp
4205,TKKM o Otara,09 274 6687,,admin@piripono.school.nz,Marama Hune,http://www.piripono.school.nz,52 Alexander Crescent,Otara,Manukau,P O Box 61083,Otara,Manukau,2159,Main Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Auckland,Manukau East,Tamaki Makaurau,Otara North,Manukau Ward,99199,Ōtara ō te Rererangi Kāhui Ako,-36.955353,174.877036,1,72,0,70,2,0,0,0,0,0.1,Donations should not be requested unless for a school camp
4207,TKKM o Nga Maungarongo,09 815 6349,09 815 6983,maungarongo@xtra.co.nz,Dianne Pomare,http://www.kkmmaungarongo.co.nz,140 Haverstock Road,Mount Albert,Auckland,P O Box 27184,Mount Roskill,Auckland,1440,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Auckland - Albert-Eden,Auckland Region,Auckland,Auckland,Mt Albert,Tamaki Makaurau,Mt Albert Central,Albert-Eden-Roskill Ward,,,-36.888345,174.726824,4,117,0,114,2,0,0,1,0,0.11,Donations should not be requested unless for a school camp
4208,TKKM o Mangere,09 275 1821,09 275 9384,admin@mangerekura.school.nz,Lucy Te Moana,http://www.schoolground.co.nz/mangerekura,7 Comet Crescent,Mangere,Auckland,P O Box 43245,Mangere,Manukau,2153,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Arahanga,Manukau Ward,,,-36.964063,174.796081,1,262,1,250,11,0,0,0,0,0.21,Donations should not be requested unless for a school camp
4209,TKKM o Manawatu,06 354 2900,06 353 0723,tkkmom@tkkmom.ac.nz,Denise Marshall,http://www.tkkmom.ac.nz,88 Rhodes Drive,Kelvin Grove,Palmerston North,88 Rhodes Drive,Kelvin Grove,Palmerston North,4414,Main Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,Kelvin Grove,Area Outside Ward,99170,Te Hononga Kāhui Kura - Kāhui Ako,-40.328265,175.645743,5,95,2,92,1,0,0,0,0,0.63,Donations should not be requested unless for a school camp
4211,TKKM o Te Rito,06 364 5207,06 364 5206,tari@terito.school.nz,Janey Wilson,http://www.terito.school.nz,Te Rauparaha Street,,Otaki,P O Box 160,,Otaki,5542,Minor Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Kapiti Coast District,Wellington Region,Wellington,Wellington,Otaki,Te Tai Hauauru,Otaki,Otaki Ward,99140,Otaki Community of Learning,-40.749047,175.138367,5,93,0,93,0,0,0,0,0,0.54,Donations should not be requested unless for a school camp
4212,TKKM o Waitaha,03 377 1436,03 353 2840,kura@whakapumau.ac.nz,Merita Waitoa-Paki,http://whakapumau.ac.nz,45 Hassals Lane,Waltham,Christchurch,45 Hassals Lane,Waltham,Christchurch,8023,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Opawa,Heathcote Ward,,,-43.551176,172.656323,1,115,1,114,0,0,0,0,0,0.08,Donations should not be requested unless for a school camp
4217,Te Wharekura o Arowhenua,03 216 7701,03 216 6266,tari@arowhenua.school.nz,Gary Davis,http://www.arowhenua.school.nz,734 Tweed Street,,Invercargill,734 Tweed Street,Newfield,Invercargill,9812,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Newfield-Rockdale,Area Outside Ward,,,-46.416522,168.394636,2,188,2,186,0,0,0,0,0,0.89,Donations should not be requested unless for a school camp
4218,TKKM o Tokomaru,06 864 5656,06 864 5697,tokomaru@tkkmotokomaru.school.nz,John Kururangi,http://www.tkkmotokomaru.school.nz/,11 Moana Street,,Tokomaru Bay,P O Box 59,,Tokomaru Bay,4047,Rural Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Gisborne District,Gisborne Region,Napier,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,Tokomaru Bay,Tawhiti-Uawa Ward,99162,Te Kāhui Ako o Ngā Kura Kaupapa Māori o Ngāti Porou,-38.127213,178.315996,3,22,0,22,0,0,0,0,0,3.48,Donations may be requested
4223,TKKM o Tamarongo,06 761 7430,06 761 7431,tamarongo@gmail.com,Gaye Whitu (Acting),,169 Tasman Street,,Opunake,P O Box 61,,Opunake,4645,Minor Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,South Taranaki District,Taranaki Region,Whanganui,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Opunake,Egmont Plains Ward,,,-39.450008,173.849356,2,11,0,11,0,0,0,0,0,2.13,Donations should not be requested unless for a school camp
4226,TKKM o Tamaki Nui A Rua,06 374 5858,06 374 5127,,Brian Paewai,http://www.tamakinuiarua.school.nz,36 Makirikiri Road,,Dannevirke,Makirikiri Road,,Dannevirke,4930,Rural Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Tararua District,Manawatu-Wanganui Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Norsewood-Herbertville,North Tararua Ward,,,-40.22134,176.088801,3,72,1,71,0,0,0,0,0,1.33,Donations may be requested
4227,TKKM o Kaikohe,09 401 2726,09 401 2736,tari@kurakaikohe.school.nz,Marea Timoko,http://www.kurakaikohe.school.nz,20 Hongi Street,,Kaikohe,P O Box 513,,Kaikohe,440,Minor Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Far North District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Kaikohe,Kaikohe-Hokianga Ward,99060,Te Arahura Community of Learning,-35.399989,173.80336,1,263,0,259,2,1,1,0,0,2.37,Donations should not be requested unless for a school camp
4228,Te KKM o Puau Te Moananui-a-Kiwa,09 528 0210,09 528 0651,,Ngaire Tauhara-White,,26 A Farringdon Street,Glen Innes,Auckland,P O Box 18380,Glen Innes,Auckland,1743,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Auckland - Maungakiekie-Tamaki,Auckland Region,Auckland,Auckland,Tamaki,Tamaki Makaurau,Glen Innes West,Maungakiekie-Tamaki Ward,,,-36.873512,174.86018,2,125,0,125,0,0,0,0,0,0.23,Donations should not be requested unless for a school camp
4229,TKKM o Manurewa,09 268 2031,09 268 2051,tari@tkkmmanurewa.school.nz,Daphne Mika,,17 R Trounson Avenue,Manurewa,Auckland,P O Box 88125,Clendon,Manukau,2242,Main Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Auckland - Manurewa,Auckland Region,Auckland,Auckland,Manurewa,Tamaki Makaurau,Clendon North,Manurewa-Papakura Ward,,,-37.025298,174.859964,1,79,0,77,2,0,0,0,0,0.14,Donations should not be requested unless for a school camp
4230,TKKM o Whakarewa I Te Reo Ki Tuwharetoa,07 378 2208,07 378 2037,whakarewa@whakarewa.school.nz,Colleen Morehu,,56 Waikato Street,,Taupo,P O Box 1436,,Taupo,3351,Secondary Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Taupo District,Waikato Region,Rotorua,Bay of Plenty/Waiariki,Taupo,Waiariki,Taupo Central,Taupo-Kaingaroa Ward,,,-38.680904,176.074193,2,178,0,176,2,0,0,0,0,0.62,Donations may be requested
6070,Golden Sands School,07 542 4550,,admin@goldensands.school.nz,Melanie Taylor,http://www.goldensands.school.nz/,26 Golden Sands Drive,Papamoa Beach,Papamoa,26 Golden Sands Drive,Papamoa Beach,Papamoa,3118,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Palm Springs,Mount Maunganui-Papamoa Ward,99073,Papamoa Community of Learning,-37.718285,176.340294,9,684,457,137,9,38,33,10,0,Not calculated,Donations may be requested
6109,Auckland Secondary Schools' Centre,09 376 4769,09 376 4769,admin@assc.school.nz,Sharon Fernee,http://www.assc.school.nz,272A Jervois Road,Herne Bay,Auckland,272A Jervois Road,Herne Bay,Auckland,1011,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Auckland - Waitemata,Auckland Region,Auckland,Auckland,Auckland Central,Tamaki Makaurau,Ponsonby West,Waitemata and Gulf Ward,,,,,1,0,0,0,0,0,0,0,0,0.11,Donations may be requested
6110,Awhina School/ Activity Centre,07 348 7841,07 348 7841,,Kairo McLean,,36 Pererika Street,Rotorua Central,Rotorua,P O Box 780,,Rotorua,3040,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Victoria,Area Outside Ward,,,,,1,0,0,0,0,0,0,0,0,0.44,Donations should not be requested unless for a school camp
6111,Invercargill Activity Centre,03 218 6842,,,Lois Conway,,78 Lowe Street,,Invercargill,P O Box 5064,Waikiwi,Invercargill,9843,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Gladstone-Avenal,Area Outside Ward,,,,,1,0,0,0,0,0,0,0,0,0.85,Donations may be requested
6113,Papakura Activity Centre,09 299 6417,09 299 7190,,Lisa Singe,,59 Wood Street,,Papakura,,,,    ,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Auckland - Papakura,Auckland Region,Auckland,Auckland,Papakura,Hauraki-Waikato,Papakura Central,Manurewa-Papakura Ward,,,,,1,0,0,0,0,0,0,0,0,0.24,Donations should not be requested unless for a school camp
6116,London House Learning Centre,03 477 2763,,,Jenny Hurley,,154 London Street,,Dunedin,154 London Street,Dunedin Central,Dunedin,9016,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin North,Te Tai Tonga,High St-Stuart St,Area Outside Ward,,,,,1,0,0,0,0,0,0,0,0,0.02,Donations should not be requested unless for a school camp
6117,Hutt Valley Activity Centre,04 568 4922,,,Ruth Hoag,,28 Graham Street,Petone,Lower Hutt,28 Graham Street,Petone,Lower Hutt,5012,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Wellington,Hutt South,Te Tai Tonga,Wilford,Harbour Ward,,,,,1,0,0,0,0,0,0,0,0,0.09,Donations may be requested
6118,Manawatu Community High School - Manawatu Kura a Iwi,06 357 2254,,,Peter Goodyer,,120 Savage Crescent,West End,Palmerston North,P O Box 6098,Awapuni,Palmerston North,4445,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Palmerston North,Te Tai Hauauru,West End,Area Outside Ward,,,,,1,0,0,0,0,0,0,0,0,0.65,Donations may be requested
6119,Akina School/ Activity Centre,06 878 9642,06 873 3642,,Grant Trollope,,414 Karamu Road South,,Hastings,P O Box 943,,Hastings,4156,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Hastings District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Tukituki,Ikaroa-Rawhiti,Akina,Hastings-Havelock North Ward,,,,,1,0,0,0,0,0,0,0,0,1.19,Donations should not be requested unless for a school camp
6124,Napier Community High School,06 835 8356,,,Sharon Dudding,,22 Creagh Street,,Napier,22 Creagh Street,Te Awa,Napier,4110,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Napier City,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Mclean Park,Nelson Park Ward,,,,,1,0,0,0,0,0,0,0,0,1.21,Donations should not be requested unless for a school camp
6125,Turanganui-A-Kiwa Activity Centre,06 867 9767,06 867 6493,,Nadine Rohe,,29 Carnarvon Street,,Gisborne,29 Carnarvon Street,,Gisborne,4010,Main Urban Area,Activity Centre,Not Applicable,State,Co-Educational,Gisborne District,Gisborne Region,Napier,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,Gisborne Central,Gisborne Ward,,,,,1,0,0,0,0,0,0,0,0,1.51,Donations should not be requested unless for a school camp
